Instanta;Algoritm;Run;Nr_Ordine;ID_Cutie;L_Original;W_Original;H_Original;Orientare;Pos_X;Pos_Y;Pos_Z;Ef_L;Ef_W;Ef_H;Volum_Cutie
2;GA;1;70;57;60;51;41;4;434,0000;145,0000;102,0000;41;60;51;125460,0000
2;GA;1;71;103;103;76;64;5;370,0000;103,0000;103,0000;64;76;103;500992,0000
2;GA;1;72;134;103;76;64;5;127,0000;157,0000;103,0000;64;76;103;500992,0000
2;GA;1;73;15;49;25;21;1;0,0000;211,0000;25,0000;49;21;25;25725,0000
2;GA;1;74;90;60;51;41;4;483,0000;0,0000;111,0000;41;60;51;125460,0000
2;GA;1;75;41;49;25;21;0;191,0000;206,0000;42,0000;49;25;21;25725,0000
2;GA;1;76;56;60;51;41;5;0,0000;41,0000;111,0000;41;51;60;125460,0000
2;GA;1;77;17;49;25;21;0;434,0000;0,0000;46,0000;49;25;21;25725,0000
2;GA;1;78;7;49;25;21;0;434,0000;205,0000;46,0000;49;25;21;25725,0000
2;GA;1;79;136;103;76;64;0;191,0000;76,0000;128,0000;103;76;64;500992,0000
2;GA;1;80;116;103;76;64;0;191,0000;152,0000;128,0000;103;76;64;500992,0000
2;GA;1;81;33;49;25;21;1;51,0000;206,0000;46,0000;49;21;25;25725,0000
2;GA;1;82;104;103;76;64;2;51,0000;0,0000;140,0000;76;103;64;500992,0000
2;GA;1;83;105;103;76;64;0;483,0000;60,0000;152,0000;103;76;64;500992,0000
2;GA;1;84;75;60;51;41;3;0,0000;151,0000;111,0000;51;41;60;125460,0000
2;GA;1;85;81;60;51;41;3;0,0000;192,0000;111,0000;51;41;60;125460,0000
2;GA;1;86;68;60;51;41;5;370,0000;179,0000;113,0000;41;51;60;125460,0000
2;GA;1;87;44;60;51;41;3;0,0000;0,0000;120,0000;51;41;60;125460,0000
2;GA;1;88;22;49;25;21;1;319,0000;41,0000;64,0000;49;21;25;25725,0000
2;GA;1;89;31;49;25;21;0;294,0000;204,0000;64,0000;49;25;21;25725,0000
2;GA;1;90;25;49;25;21;0;434,0000;0,0000;67,0000;49;25;21;25725,0000
2;GA;1;91;12;49;25;21;0;434,0000;205,0000;67,0000;49;25;21;25725,0000
2;GA;1;92;79;60;51;41;2;319,0000;0,0000;124,0000;51;60;41;125460,0000
2;GA;1;93;5;49;25;21;1;294,0000;204,0000;85,0000;49;21;25;25725,0000
2;GA;1;94;24;49;25;21;0;434,0000;0,0000;88,0000;49;25;21;25725,0000
2;GA;1;95;14;49;25;21;1;434,0000;205,0000;88,0000;49;21;25;25725,0000
2;GA;1;96;45;60;51;41;3;524,0000;0,0000;132,0000;51;41;60;125460,0000
2;GA;1;97;118;103;76;64;0;483,0000;136,0000;152,0000;103;76;64;500992,0000
2;GA;1;98;88;60;51;41;0;51,0000;179,0000;136,0000;60;51;41;125460,0000
2;GA;1;99;83;60;51;41;3;0,0000;101,0000;141,0000;51;41;60;125460,0000
2;GA;1;100;69;60;51;41;2;370,0000;0,0000;152,0000;51;60;41;125460,0000
2;GA;1;101;30;49;25;21;1;319,0000;41,0000;89,0000;49;21;25;25725,0000
2;GA;1;102;13;49;25;21;0;434,0000;0,0000;109,0000;49;25;21;25725,0000
2;GA;1;103;84;60;51;41;1;370,0000;60,0000;152,0000;60;41;51;125460,0000
2;GA;1;104;9;49;25;21;1;294,0000;204,0000;110,0000;49;21;25;25725,0000
2;GA;1;105;36;49;25;21;1;434,0000;205,0000;113,0000;49;21;25;25725,0000
2;GA;1;106;58;60;51;41;4;434,0000;25,0000;153,0000;41;60;51;125460,0000
2;GA;1;107;27;49;25;21;1;434,0000;0,0000;130,0000;49;21;25;25725,0000
2;GA;1;108;23;49;25;21;0;294,0000;204,0000;135,0000;49;25;21;25725,0000
2;GA;1;109;72;60;51;41;4;434,0000;85,0000;153,0000;41;60;51;125460,0000
2;GA;1;110;80;60;51;41;4;434,0000;145,0000;153,0000;41;60;51;125460,0000
2;GA;1;111;32;49;25;21;1;434,0000;205,0000;138,0000;49;21;25;25725,0000
2;GA;1;112;74;60;51;41;4;127,0000;76,0000;154,0000;41;60;51;125460,0000
2;GA;1;113;38;49;25;21;1;483,0000;212,0000;152,0000;49;21;25;25725,0000
2;GA;1;114;86;60;51;41;4;483,0000;0,0000;162,0000;41;60;51;125460,0000
2;GA;1;115;51;60;51;41;4;319,0000;0,0000;165,0000;41;60;51;125460,0000
2;GA;1;116;55;60;51;41;2;191,0000;0,0000;167,0000;51;60;41;125460,0000
2;GA;1;117;8;49;25;21;1;532,0000;212,0000;152,0000;49;21;25;25725,0000
2;GA;1;118;64;60;51;41;0;242,0000;0,0000;167,0000;60;51;41;125460,0000
2;GA;1;119;2;49;25;21;1;127,0000;136,0000;154,0000;49;21;25;25725,0000
2;GA;1;120;77;60;51;41;1;294,0000;76,0000;167,0000;60;41;51;125460,0000
2;GA;1;121;70;60;51;41;2;294,0000;117,0000;167,0000;51;60;41;125460,0000
2;GA;1;122;48;60;51;41;0;294,0000;177,0000;167,0000;60;51;41;125460,0000
2;GA;1;123;4;49;25;21;0;434,0000;0,0000;155,0000;49;25;21;25725,0000
2;GA;1;124;67;60;51;41;2;0,0000;41,0000;171,0000;51;60;41;125460,0000
2;GA;1;125;11;49;25;21;1;434,0000;205,0000;163,0000;49;21;25;25725,0000
2;GA;1;126;91;60;51;41;2;0,0000;151,0000;171,0000;51;60;41;125460,0000
2;GA;1;127;93;60;51;41;0;370,0000;179,0000;173,0000;60;51;41;125460,0000
2;SA;2;1;103;103;76;64;5;0,0000;0,0000;0,0000;64;76;103;500992,0000
2;SA;2;2;83;60;51;41;2;64,0000;0,0000;0,0000;51;60;41;125460,0000
2;SA;2;3;124;103;76;64;1;115,0000;0,0000;0,0000;103;64;76;500992,0000
2;SA;2;4;99;103;76;64;4;218,0000;0,0000;0,0000;64;103;76;500992,0000
2;SA;2;5;102;103;76;64;2;282,0000;0,0000;0,0000;76;103;64;500992,0000
2;SA;2;6;22;49;25;21;1;358,0000;0,0000;0,0000;49;21;25;25725,0000
2;SA;2;7;13;49;25;21;0;407,0000;0,0000;0,0000;49;25;21;25725,0000
2;SA;2;8;30;49;25;21;1;456,0000;0,0000;0,0000;49;21;25;25725,0000
2;SA;2;9;116;103;76;64;2;505,0000;0,0000;0,0000;76;103;64;500992,0000
2;SA;2;10;115;103;76;64;5;407,0000;25,0000;0,0000;64;76;103;500992,0000
2;SA;2;11;126;103;76;64;2;115,0000;64,0000;0,0000;76;103;64;500992,0000
2;SA;2;12;3;49;25;21;1;358,0000;21,0000;0,0000;49;21;25;25725,0000
2;SA;2;13;8;49;25;21;1;358,0000;42,0000;0,0000;49;21;25;25725,0000
2;SA;2;14;128;103;76;64;4;0,0000;76,0000;0,0000;64;103;76;500992,0000
2;SA;2;15;85;60;51;41;3;64,0000;60,0000;0,0000;51;41;60;125460,0000
2;SA;2;16;18;49;25;21;0;358,0000;63,0000;0,0000;49;25;21;25725,0000
2;SA;2;17;41;49;25;21;0;358,0000;88,0000;0,0000;49;25;21;25725,0000
2;SA;2;18;24;49;25;21;0;64,0000;101,0000;0,0000;49;25;21;25725,0000
2;SA;2;19;129;103;76;64;3;407,0000;101,0000;0,0000;76;64;103;500992,0000
2;SA;2;20;118;103;76;64;3;218,0000;103,0000;0,0000;76;64;103;500992,0000
2;SA;2;21;138;103;76;64;5;294,0000;103,0000;0,0000;64;76;103;500992,0000
2;SA;2;22;42;60;51;41;4;505,0000;103,0000;0,0000;41;60;51;125460,0000
2;SA;2;23;119;103;76;64;3;505,0000;163,0000;0,0000;76;64;103;500992,0000
2;SA;2;24;73;60;51;41;4;546,0000;103,0000;0,0000;41;60;51;125460,0000
2;SA;2;25;78;60;51;41;5;358,0000;113,0000;0,0000;41;51;60;125460,0000
2;SA;2;26;48;60;51;41;3;64,0000;126,0000;0,0000;51;41;60;125460,0000
2;SA;2;27;59;60;51;41;4;358,0000;164,0000;0,0000;41;60;51;125460,0000
2;SA;2;28;63;60;51;41;3;407,0000;165,0000;0,0000;51;41;60;125460,0000
2;SA;2;29;80;60;51;41;4;458,0000;165,0000;0,0000;41;60;51;125460,0000
2;SA;2;30;15;49;25;21;1;64,0000;167,0000;0,0000;49;21;25;25725,0000
2;SA;2;31;96;103;76;64;3;113,0000;167,0000;0,0000;76;64;103;500992,0000
2;SA;2;32;58;60;51;41;1;189,0000;167,0000;0,0000;60;41;51;125460,0000
2;SA;2;33;105;103;76;64;1;189,0000;167,0000;51,0000;103;64;76;500992,0000
2;SA;2;34;90;60;51;41;4;249,0000;167,0000;0,0000;41;60;51;125460,0000
2;SA;2;35;81;60;51;41;0;0,0000;179,0000;0,0000;60;51;41;125460,0000
2;SA;2;36;47;60;51;41;0;294,0000;179,0000;0,0000;60;51;41;125460,0000
2;SA;2;37;45;60;51;41;4;358,0000;0,0000;25,0000;41;60;51;125460,0000
2;SA;2;38;123;103;76;64;3;407,0000;165,0000;60,0000;76;64;103;500992,0000
2;SA;2;39;69;60;51;41;5;358,0000;60,0000;25,0000;41;51;60;125460,0000
2;SA;2;40;20;49;25;21;1;64,0000;188,0000;0,0000;49;21;25;25725,0000
2;SA;2;41;57;60;51;41;5;64,0000;167,0000;25,0000;41;51;60;125460,0000
2;SA;2;42;65;60;51;41;4;64,0000;0,0000;41,0000;41;60;51;125460,0000
2;SA;2;43;127;103;76;64;3;282,0000;0,0000;64,0000;76;64;103;500992,0000
2;SA;2;44;93;60;51;41;0;0,0000;179,0000;41,0000;60;51;41;125460,0000
2;SA;2;45;74;60;51;41;1;294,0000;179,0000;41,0000;60;41;51;125460,0000
2;SA;2;46;82;60;51;41;5;505,0000;103,0000;51,0000;41;51;60;125460,0000
2;SA;2;47;33;49;25;21;0;407,0000;206,0000;0,0000;49;25;21;25725,0000
2;SA;2;48;28;49;25;21;0;189,0000;208,0000;0,0000;49;25;21;25725,0000
2;SA;2;49;49;60;51;41;4;546,0000;103,0000;51,0000;41;60;51;125460,0000
2;SA;2;50;51;60;51;41;4;358,0000;164,0000;51,0000;41;60;51;125460,0000
2;SA;2;51;121;103;76;64;2;505,0000;0,0000;64,0000;76;103;64;500992,0000
2;SA;2;52;44;60;51;41;2;64,0000;60,0000;60,0000;51;60;41;125460,0000
2;SA;2;53;100;103;76;64;2;115,0000;64,0000;64,0000;76;103;64;500992,0000
2;SA;2;54;112;103;76;64;1;115,0000;0,0000;76,0000;103;64;76;500992,0000
2;SA;2;55;122;103;76;64;4;218,0000;0,0000;76,0000;64;103;76;500992,0000
2;SA;2;56;114;103;76;64;4;0,0000;76,0000;76,0000;64;103;76;500992,0000
2;SA;2;57;88;60;51;41;5;358,0000;113,0000;60,0000;41;51;60;125460,0000
2;SA;2;58;92;60;51;41;3;64,0000;126,0000;60,0000;51;41;60;125460,0000
2;SA;2;59;107;103;76;64;5;0,0000;0,0000;103,0000;64;76;103;500992,0000
2;SA;2;60;27;49;25;21;1;64,0000;209,0000;0,0000;49;21;25;25725,0000
2;SA;2;61;120;103;76;64;3;407,0000;25,0000;103,0000;76;64;103;500992,0000
2;SA;2;62;109;103;76;64;5;407,0000;89,0000;103,0000;64;76;103;500992,0000
2;SA;2;63;97;103;76;64;3;218,0000;103,0000;103,0000;76;64;103;500992,0000
2;SA;2;64;70;60;51;41;5;358,0000;0,0000;76,0000;41;51;60;125460,0000
2;SA;2;65;110;103;76;64;4;294,0000;103,0000;103,0000;64;103;76;500992,0000
2;SA;2;66;86;60;51;41;5;0,0000;179,0000;82,0000;41;51;60;125460,0000
2;SA;2;67;98;103;76;64;3;505,0000;163,0000;103,0000;76;64;103;500992,0000
2;SA;2;68;23;49;25;21;0;407,0000;0,0000;21,0000;49;25;21;25725,0000
2;SA;2;69;68;60;51;41;5;358,0000;60,0000;85,0000;41;51;60;125460,0000
2;SA;2;70;38;49;25;21;0;64,0000;101,0000;21,0000;49;25;21;25725,0000
2;SA;2;71;9;49;25;21;1;407,0000;206,0000;21,0000;49;21;25;25725,0000
2;SA;2;72;4;49;25;21;0;189,0000;208,0000;21,0000;49;25;21;25725,0000
2;SA;2;73;39;49;25;21;0;456,0000;0,0000;25,0000;49;25;21;25725,0000
2;SA;2;74;35;49;25;21;1;407,0000;0,0000;42,0000;49;21;25;25725,0000
2;SA;2;75;40;49;25;21;1;456,0000;0,0000;46,0000;49;21;25;25725,0000
2;SA;2;76;10;49;25;21;1;282,0000;64,0000;64,0000;49;21;25;25725,0000
2;SA;2;77;1;49;25;21;1;407,0000;0,0000;67,0000;49;21;25;25725,0000
2;SA;2;78;12;49;25;21;0;456,0000;0,0000;71,0000;49;25;21;25725,0000
2;SA;2;79;101;103;76;64;3;113,0000;167,0000;103,0000;76;64;103;500992,0000
2;SA;2;80;132;103;76;64;1;189,0000;167,0000;127,0000;103;64;76;500992,0000
2;SA;2;81;55;60;51;41;4;64,0000;167,0000;85,0000;41;60;51;125460,0000
2;SA;2;82;61;60;51;41;2;64,0000;0,0000;92,0000;51;60;41;125460,0000
2;SA;2;83;137;103;76;64;2;505,0000;0,0000;128,0000;76;103;64;500992,0000
2;SA;2;84;19;49;25;21;1;282,0000;64,0000;89,0000;49;21;25;25725,0000
2;SA;2;85;53;60;51;41;2;64,0000;60,0000;101,0000;51;60;41;125460,0000
2;SA;2;86;108;103;76;64;2;115,0000;64,0000;128,0000;76;103;64;500992,0000
2;SA;2;87;117;103;76;64;0;0,0000;76,0000;152,0000;103;76;64;500992,0000
2;SA;2;88;56;60;51;41;4;546,0000;103,0000;102,0000;41;60;51;125460,0000
2;SA;2;89;62;60;51;41;4;358,0000;164,0000;102,0000;41;60;51;125460,0000
2;SA;2;90;54;60;51;41;4;505,0000;103,0000;111,0000;41;60;51;125460,0000
2;SA;2;91;94;60;51;41;5;358,0000;113,0000;120,0000;41;51;60;125460,0000
2;SA;2;92;76;60;51;41;2;64,0000;0,0000;133,0000;51;60;41;125460,0000
2;SA;2;93;5;49;25;21;0;407,0000;0,0000;92,0000;49;25;21;25725,0000
2;SA;2;94;111;103;76;64;0;0,0000;152,0000;152,0000;103;76;64;500992,0000
2;SA;2;95;64;60;51;41;5;358,0000;0,0000;136,0000;41;51;60;125460,0000
2;SA;2;96;72;60;51;41;5;358,0000;60,0000;145,0000;41;51;60;125460,0000
2;SA;2;97;91;60;51;41;4;115,0000;0,0000;152,0000;41;60;51;125460,0000
2;SA;2;98;11;49;25;21;1;456,0000;0,0000;92,0000;49;21;25;25725,0000
2;SA;2;99;66;60;51;41;4;156,0000;0,0000;152,0000;41;60;51;125460,0000
2;SA;2;100;133;103;76;64;2;197,0000;0,0000;152,0000;76;103;64;500992,0000
2;SA;2;101;52;60;51;41;5;546,0000;103,0000;153,0000;41;51;60;125460,0000
2;SA;2;102;6;49;25;21;1;294,0000;206,0000;92,0000;49;21;25;25725,0000
2;SA;2;103;36;49;25;21;1;407,0000;0,0000;113,0000;49;21;25;25725,0000
2;SA;2;104;87;60;51;41;4;358,0000;164,0000;153,0000;41;60;51;125460,0000
2;SA;2;105;25;49;25;21;0;282,0000;64,0000;114,0000;49;25;21;25725,0000
2;SA;2;106;7;49;25;21;1;456,0000;0,0000;117,0000;49;21;25;25725,0000
2;SA;2;107;71;60;51;41;4;505,0000;103,0000;162,0000;41;60;51;125460,0000
2;SA;2;108;84;60;51;41;4;407,0000;165,0000;163,0000;41;60;51;125460,0000
2;SA;2;109;79;60;51;41;4;448,0000;165,0000;163,0000;41;60;51;125460,0000
2;SA;2;110;60;60;51;41;4;282,0000;0,0000;167,0000;41;60;51;125460,0000
2;SA;2;111;29;49;25;21;0;294,0000;206,0000;117,0000;49;25;21;25725,0000
2;SA;2;112;32;49;25;21;1;64,0000;126,0000;120,0000;49;21;25;25725,0000
2;SA;2;113;21;49;25;21;0;282,0000;64,0000;135,0000;49;25;21;25725,0000
2;SA;2;114;17;49;25;21;0;407,0000;0,0000;138,0000;49;25;21;25725,0000
2;SA;2;115;77;60;51;41;1;282,0000;60,0000;167,0000;60;41;51;125460,0000
2;SA;2;116;46;60;51;41;2;64,0000;0,0000;174,0000;51;60;41;125460,0000
2;SA;2;117;31;49;25;21;1;294,0000;206,0000;138,0000;49;21;25;25725,0000
2;SA;2;118;50;60;51;41;0;294,0000;103,0000;179,0000;60;51;41;125460,0000
2;SA;2;119;34;49;25;21;1;456,0000;0,0000;142,0000;49;21;25;25725,0000
2;SA;2;120;16;49;25;21;0;407,0000;0,0000;159,0000;49;25;21;25725,0000
2;SA;2;121;14;49;25;21;0;294,0000;206,0000;163,0000;49;25;21;25725,0000
2;SA;2;122;89;60;51;41;0;294,0000;154,0000;179,0000;60;51;41;125460,0000
2;SA;2;123;26;49;25;21;0;456,0000;0,0000;167,0000;49;25;21;25725,0000
2;SA;2;124;37;49;25;21;0;407,0000;0,0000;180,0000;49;25;21;25725,0000
2;SA;2;125;2;49;25;21;1;358,0000;113,0000;180,0000;49;21;25;25725,0000
2;GA;2;1;76;60;51;41;5;0,0000;0,0000;0,0000;41;51;60;125460,0000
2;GA;2;2;63;60;51;41;3;41,0000;0,0000;0,0000;51;41;60;125460,0000
2;GA;2;3;90;60;51;41;0;92,0000;0,0000;0,0000;60;51;41;125460,0000
2;GA;2;4;109;103;76;64;4;152,0000;0,0000;0,0000;64;103;76;500992,0000
2;GA;2;5;132;103;76;64;0;216,0000;0,0000;0,0000;103;76;64;500992,0000
2;GA;2;6;20;49;25;21;0;319,0000;0,0000;0,0000;49;25;21;25725,0000
2;GA;2;7;66;60;51;41;2;368,0000;0,0000;0,0000;51;60;41;125460,0000
2;GA;2;8;62;60;51;41;0;419,0000;0,0000;0,0000;60;51;41;125460,0000
2;GA;2;9;52;60;51;41;5;479,0000;0,0000;0,0000;41;51;60;125460,0000
2;GA;2;10;92;60;51;41;4;520,0000;0,0000;0,0000;41;60;51;125460,0000
2;GA;2;11;97;103;76;64;4;0,0000;51,0000;0,0000;64;103;76;500992,0000
2;GA;2;12;118;103;76;64;2;64,0000;51,0000;0,0000;76;103;64;500992,0000
2;GA;2;13;15;49;25;21;0;319,0000;25,0000;0,0000;49;25;21;25725,0000
2;GA;2;14;86;60;51;41;5;319,0000;50,0000;0,0000;41;51;60;125460,0000
2;GA;2;15;70;60;51;41;0;419,0000;51,0000;0,0000;60;51;41;125460,0000
2;GA;2;16;35;49;25;21;0;368,0000;60,0000;0,0000;49;25;21;25725,0000
2;GA;2;17;100;103;76;64;4;520,0000;60,0000;0,0000;64;103;76;500992,0000
2;GA;2;18;33;49;25;21;0;216,0000;76,0000;0,0000;49;25;21;25725,0000
2;GA;2;19;45;60;51;41;4;479,0000;51,0000;0,0000;41;60;51;125460,0000
2;GA;2;20;129;103;76;64;2;216,0000;101,0000;0,0000;76;103;64;500992,0000
2;GA;2;21;61;60;51;41;4;368,0000;85,0000;0,0000;41;60;51;125460,0000
2;GA;2;22;105;103;76;64;2;292,0000;101,0000;0,0000;76;103;64;500992,0000
2;GA;2;23;21;49;25;21;0;265,0000;76,0000;0,0000;49;25;21;25725,0000
2;GA;2;24;44;60;51;41;1;419,0000;102,0000;0,0000;60;41;51;125460,0000
2;GA;2;25;121;103;76;64;5;152,0000;103,0000;0,0000;64;76;103;500992,0000
2;GA;2;26;79;60;51;41;4;479,0000;111,0000;0,0000;41;60;51;125460,0000
2;GA;2;27;91;60;51;41;0;419,0000;143,0000;0,0000;60;51;41;125460,0000
2;GA;2;28;10;49;25;21;1;368,0000;145,0000;0,0000;49;21;25;25725,0000
2;GA;2;29;98;103;76;64;3;0,0000;154,0000;0,0000;76;64;103;500992,0000
2;GA;2;30;16;49;25;21;0;76,0000;154,0000;0,0000;49;25;21;25725,0000
2;GA;2;31;78;60;51;41;3;520,0000;163,0000;0,0000;51;41;60;125460,0000
2;GA;2;32;69;60;51;41;5;368,0000;166,0000;0,0000;41;51;60;125460,0000
2;GA;2;33;93;60;51;41;4;479,0000;171,0000;0,0000;41;60;51;125460,0000
2;GA;2;34;51;60;51;41;0;76,0000;179,0000;0,0000;60;51;41;125460,0000
2;GA;2;35;81;60;51;41;0;136,0000;179,0000;0,0000;60;51;41;125460,0000
2;GA;2;36;41;49;25;21;0;419,0000;194,0000;0,0000;49;25;21;25725,0000
2;GA;2;37;8;49;25;21;1;216,0000;204,0000;0,0000;49;21;25;25725,0000
2;GA;2;38;112;103;76;64;0;368,0000;0,0000;41,0000;103;76;64;500992,0000
2;GA;2;39;32;49;25;21;0;265,0000;204,0000;0,0000;49;25;21;25725,0000
2;GA;2;40;19;49;25;21;0;314,0000;204,0000;0,0000;49;25;21;25725,0000
2;GA;2;41;138;103;76;64;5;368,0000;85,0000;51,0000;64;76;103;500992,0000
2;GA;2;42;27;49;25;21;0;520,0000;204,0000;0,0000;49;25;21;25725,0000
2;GA;2;43;49;60;51;41;0;92,0000;0,0000;41,0000;60;51;41;125460,0000
2;GA;2;44;135;103;76;64;1;368,0000;166,0000;60,0000;103;64;76;500992,0000
2;GA;2;45;117;103;76;64;2;216,0000;0,0000;64,0000;76;103;64;500992,0000
2;GA;2;46;3;49;25;21;0;319,0000;0,0000;21,0000;49;25;21;25725,0000
2;GA;2;47;55;60;51;41;0;76,0000;179,0000;41,0000;60;51;41;125460,0000
2;GA;2;48;14;49;25;21;1;319,0000;25,0000;21,0000;49;21;25;25725,0000
2;GA;2;49;88;60;51;41;0;136,0000;179,0000;41,0000;60;51;41;125460,0000
2;GA;2;50;28;49;25;21;0;216,0000;76,0000;21,0000;49;25;21;25725,0000
2;GA;2;51;1;49;25;21;1;265,0000;76,0000;21,0000;49;21;25;25725,0000
2;GA;2;52;136;103;76;64;2;292,0000;0,0000;64,0000;76;103;64;500992,0000
2;GA;2;53;6;49;25;21;0;76,0000;154,0000;21,0000;49;25;21;25725,0000
2;GA;2;54;108;103;76;64;4;64,0000;51,0000;64,0000;64;103;76;500992,0000
2;GA;2;55;67;60;51;41;1;520,0000;0,0000;51,0000;60;41;51;125460,0000
2;GA;2;56;102;103;76;64;4;216,0000;103,0000;64,0000;64;103;76;500992,0000
2;GA;2;57;9;49;25;21;0;419,0000;194,0000;21,0000;49;25;21;25725,0000
2;GA;2;58;104;103;76;64;2;280,0000;103,0000;64,0000;76;103;64;500992,0000
2;GA;2;59;107;103;76;64;4;152,0000;0,0000;76,0000;64;103;76;500992,0000
2;GA;2;60;131;103;76;64;4;0,0000;51,0000;76,0000;64;103;76;500992,0000
2;GA;2;61;99;103;76;64;5;520,0000;60,0000;76,0000;64;76;103;500992,0000
2;GA;2;62;73;60;51;41;4;479,0000;51,0000;51,0000;41;60;51;125460,0000
2;GA;2;63;83;60;51;41;4;479,0000;111,0000;51,0000;41;60;51;125460,0000
2;GA;2;64;114;103;76;64;5;520,0000;136,0000;76,0000;64;76;103;500992,0000
2;GA;2;65;59;60;51;41;5;479,0000;171,0000;51,0000;41;51;60;125460,0000
2;GA;2;66;47;60;51;41;0;0,0000;0,0000;60,0000;60;51;41;125460,0000
2;GA;2;67;122;103;76;64;4;152,0000;103,0000;103,0000;64;103;76;500992,0000
2;GA;2;68;113;103;76;64;1;0,0000;154,0000;103,0000;103;64;76;500992,0000
2;GA;2;69;87;60;51;41;5;479,0000;0,0000;60,0000;41;51;60;125460,0000
2;GA;2;70;85;60;51;41;0;92,0000;0,0000;82,0000;60;51;41;125460,0000
2;GA;2;71;120;103;76;64;0;368,0000;0,0000;105,0000;103;76;64;500992,0000
2;GA;2;72;22;49;25;21;0;265,0000;204,0000;21,0000;49;25;21;25725,0000
2;GA;2;73;96;103;76;64;2;216,0000;0,0000;128,0000;76;103;64;500992,0000
2;GA;2;74;26;49;25;21;0;314,0000;204,0000;21,0000;49;25;21;25725,0000
2;GA;2;75;101;103;76;64;2;292,0000;0,0000;128,0000;76;103;64;500992,0000
2;GA;2;76;103;103;76;64;2;280,0000;103,0000;128,0000;76;103;64;500992,0000
2;GA;2;77;36;49;25;21;0;520,0000;204,0000;21,0000;49;25;21;25725,0000
2;GA;2;78;31;49;25;21;1;368,0000;145,0000;25,0000;49;21;25;25725,0000
2;GA;2;79;137;103;76;64;1;368,0000;166,0000;136,0000;103;64;76;500992,0000
2;GA;2;80;116;103;76;64;2;64,0000;51,0000;140,0000;76;103;64;500992,0000
2;GA;2;81;133;103;76;64;4;216,0000;103,0000;140,0000;64;103;76;500992,0000
2;GA;2;82;39;49;25;21;1;216,0000;204,0000;25,0000;49;21;25;25725,0000
2;GA;2;83;12;49;25;21;0;319,0000;0,0000;42,0000;49;25;21;25725,0000
2;GA;2;84;64;60;51;41;0;0,0000;0,0000;101,0000;60;51;41;125460,0000
2;GA;2;85;4;49;25;21;0;216,0000;76,0000;42,0000;49;25;21;25725,0000
2;GA;2;86;84;60;51;41;0;520,0000;0,0000;102,0000;60;51;41;125460,0000
2;GA;2;87;89;60;51;41;4;479,0000;51,0000;102,0000;41;60;51;125460,0000
2;GA;2;88;11;49;25;21;0;76,0000;154,0000;42,0000;49;25;21;25725,0000
2;GA;2;89;17;49;25;21;0;265,0000;204,0000;42,0000;49;25;21;25725,0000
2;GA;2;90;13;49;25;21;0;314,0000;204,0000;42,0000;49;25;21;25725,0000
2;GA;2;91;111;103;76;64;0;368,0000;85,0000;154,0000;103;76;64;500992,0000
2;GA;2;92;38;49;25;21;1;520,0000;204,0000;42,0000;49;21;25;25725,0000
2;GA;2;93;40;49;25;21;0;76,0000;154,0000;63,0000;49;25;21;25725,0000
2;GA;2;94;30;49;25;21;0;76,0000;179,0000;82,0000;49;25;21;25725,0000
2;GA;2;95;53;60;51;41;4;479,0000;111,0000;102,0000;41;60;51;125460,0000
2;GA;2;96;5;49;25;21;0;125,0000;179,0000;82,0000;49;25;21;25725,0000
2;GA;2;97;54;60;51;41;4;479,0000;171,0000;111,0000;41;60;51;125460,0000
2;GA;2;98;7;49;25;21;0;76,0000;204,0000;82,0000;49;25;21;25725,0000
2;GA;2;99;80;60;51;41;5;479,0000;0,0000;120,0000;41;51;60;125460,0000
2;GA;2;100;34;49;25;21;0;125,0000;204,0000;82,0000;49;25;21;25725,0000
2;GA;2;101;56;60;51;41;0;92,0000;0,0000;123,0000;60;51;41;125460,0000
2;GA;2;102;18;49;25;21;0;0,0000;0,0000;142,0000;49;25;21;25725,0000
2;GA;2;103;23;49;25;21;0;0,0000;25,0000;142,0000;49;25;21;25725,0000
2;GA;2;104;58;60;51;41;5;49,0000;0,0000;142,0000;41;51;60;125460,0000
2;GA;2;105;25;49;25;21;0;520,0000;0,0000;143,0000;49;25;21;25725,0000
2;GA;2;106;50;60;51;41;3;152,0000;0,0000;152,0000;51;41;60;125460,0000
2;GA;2;107;24;49;25;21;1;520,0000;25,0000;143,0000;49;21;25;25725,0000
2;GA;2;108;75;60;51;41;0;152,0000;41,0000;152,0000;60;51;41;125460,0000
2;GA;2;109;77;60;51;41;0;0,0000;51,0000;152,0000;60;51;41;125460,0000
2;GA;2;110;42;60;51;41;0;0,0000;102,0000;152,0000;60;51;41;125460,0000
2;GA;2;111;71;60;51;41;4;479,0000;51,0000;153,0000;41;60;51;125460,0000
2;GA;2;112;72;60;51;41;5;479,0000;111,0000;153,0000;41;51;60;125460,0000
2;GA;2;113;60;60;51;41;4;479,0000;171,0000;162,0000;41;60;51;125460,0000
2;GA;2;114;68;60;51;41;0;92,0000;0,0000;164,0000;60;51;41;125460,0000
2;GA;2;115;43;60;51;41;0;368,0000;0,0000;169,0000;60;51;41;125460,0000
2;GA;2;116;94;60;51;41;2;428,0000;0,0000;169,0000;51;60;41;125460,0000
2;GA;2;117;57;60;51;41;2;520,0000;60,0000;179,0000;51;60;41;125460,0000
2;GA;2;118;2;49;25;21;0;0,0000;0,0000;163,0000;49;25;21;25725,0000
2;GA;2;119;46;60;51;41;0;152,0000;103,0000;179,0000;60;51;41;125460,0000
